Results from query to NASA/IPAC Extragalactic Database (NED),,,,,,,,,,,,,,,,
222,NGC 1809,75.52088,-69.56828,G,1300,0.004336,UUN,13,0,60,1,59,17,13,14,0
223,NGC 1792,76.31021,-37.98075,G,1211,0.004039,SUN,10.87,0,268,12,118,37,28,18,0
224,NGC 1784,76.36292,-11.87153,G,2319,0.007735,UUN,12.44,0,147,5,56,19,20,7,0
225,NGC 1808,76.92642,-37.51306,G,1001,0.003339,UUN,10.76,0,586,21,169,47,35,19,0
226,NGC 1832,78.01387,-15.68781,G,1939,0.006468,UUN,10.6B,0,305,11,74,22,21,7,0
227,NGC 1892,79.28771,-64.95975,G,1363,0.004546,SUN,12.83,0,84,2,68,20,18,16,0
228,NGC 1888,80.64354,-11.49953,G,2300,0.007672,S1L,12.83,0,74,5,44,11,10,7,0
229,NGC 1947,81.69837,-63.76003,G,1100,0.003669,SUN,11.65,0,132,9,80,14,12,16,0
230,NGC 1954,83.20138,-14.06278,G,3129,0.010437,S1L,12.44,0,75,3,44,17,12,7,0
231,NGC 1964,83.34067,-21.94578,G,1661,0.00554,S1L,11.58,0,184,8,106,25,22,19,0
232,NGC 1961,85.51937,69.37844,G,3934,0.013122,SUN,10.9B,0,313,9,147,53,25,12,0
233,NGC 2090,86.75787,-34.25061,G,922,0.003075,S1L,11.99,0,194,7,93,19,17,19,0
234,NGC 2110,88.04742,-7.45621,G,2293,0.007647,SLS,13.4b,0,559,23,230,73,50,10,1
235,UGCA 116,88.9275,3.39222,G,804,0.002682,S1L,15.48,0,381,13,177,40,21,3,0
236,ESO 254- G 017,91.64912,-47.49867,G,8925,0.029771,SUN,14.59,0,45,2,52,21,7,16,0
237,ESO 121- G 006,91.87442,-61.80758,G,1211,0.004039,UUN,13.4B,0,90,4,86,21,15,16,0
238,NGC 2188,92.53971,-34.10621,G,747,0.002492,UUN,12.14,0,115,6,34,22,15,18,0
239,NGC 2196,93.04021,-21.80594,G,2319,0.007735,S1L,11.82,0,130,9,62,18,13,19,0
240,NGC 2207,94.09179,-21.37267,G,2751,0.009176,S1L,11.3B,0,252,8,91,38,14,20,1
241,IC 2163,94.11658,-21.37586,G,2688,0.008966,SUN,11.6,0,113,8,59,21,9,18,1
242,NGC 2146,94.65712,78.35703,G,892,0.002975,SUN,11.38,0,607,17,224,72,35,9,0
243,UGCA 128,95.27317,-20.04842,G,1986,0.006625,UUN,12.63,0,46,4,45,15,7,16,1
244,NGC 2217,95.41575,-27.23375,G,1619,0.0054,SUN,11.71,0,192,14,110,25,15,23,1
245,NGC 2223,96.14963,-22.83825,G,2715,0.009056,S1L,12.35,0,122,7,49,19,15,18,0
246,ESO 490- G?022,99.93342,-27.24461,RfN,14240,0.0475,SUN,11.26,0,12,1,7,6,2,10,0
247,Carina dSph,100.40289,-50.9662,G,223,0.000744,UUN,11.3B,0,621,4,5,31,10,5,0
248,NGC 2272,100.67208,-27.4595,G,2130,0.007104,S1L,12.74,0,56,1,63,16,6,19,0
249,NGC 2280,101.20462,-27.63861,G,1895,0.006321,S1L,9.97B,0,155,7,85,26,21,19,0
250,NGC 2283,101.46954,-18.21034,G,841,0.002805,UUN,12.93,0,66,2,35,20,11,17,0
251,NGC 2292,101.91521,-26.74625,G,2036,0.006791,SUN,11.83,0,45,3,30,11,5,15,1
252,NGC 2293,101.92879,-26.75436,G,2037,0.006795,SUN,12.28,0,72,3,55,14,8,18,1
253,NGC 2305,102.15571,-64.2732,G,3499,0.011671,SUN,12.74,0,79,2,70,15,13,20,0
254,NGC 2273,102.53607,60.84581,G,1840,0.006138,MUN,12.55,0,487,23,135,59,36,8,0
255,NGC 2310,103.47483,-40.86261,G,1142,0.003809,SLS,12.74,0,91,6,54,9,7,18,0
256,CGCG 204-027,103.79177,41.00282,G,6464,0.021562,SUN,14.6,0,82,4,74,28,10,3,0
257,NGC 2325,105.66834,-28.69724,G,2185,0.007288,UUN,12.38,0,144,9,51,33,18,18,1
258,UGC 03691,107.00533,15.17842,G,2203,0.007348,S1L,12.6,0,93,2,47,20,16,7,0
259,NGC 2339,107.08558,18.78025,G,2254,0.007519,SUN,12.51,0,185,7,86,25,19,8,0
260,NGC 2268,108.57267,84.38228,G,2227,0.007428,S1L,12.24,0,183,4,70,26,16,8,0
261,NGC 2369,109.15721,-62.34372,G,3240,0.010807,S1L,13.21,0,147,7,115,40,20,17,0
262,NGC 2397,110.33325,-69.00147,G,1355,0.00452,SUN,12.68,0,125,5,63,16,17,17,0
263,NGC 2380,110.97813,-27.52906,G,1782,0.005944,SUN,12.27,0,63,1,43,12,6,16,0
264,NGC 2377,111.23675,-9.65931,G,2455,0.008189,UUN,13.54,0,86,3,44,13,10,5,0
265,NGC 2336,111.76687,80.17808,G,2204,0.007352,SUN,11.05,0,262,8,68,29,19,8,2
266,NGC 2276,111.80983,85.75456,G,2415,0.008056,UUN,11.93,0,330,15,100,32,19,9,0
267,NGC 2366,112.22777,69.21579,G,103,0.000344,UUN,11.43,0,627,25,70,52,23,7,1
268,NGC 2300,113.08322,85.7095,G,1905,0.006354,UUN,12.07,0,314,12,134,31,18,11,0
269,ESO 208- G 021,113.48438,-50.44303,G,1085,0.003619,UUN,12.19,0,87,3,48,10,10,16,0
270,NGC 2434,113.71317,-69.28414,G,1390,0.004637,SUN,12.33,0,169,7,88,14,14,17,3
271,NGC 2442,114.09933,-69.53083,G,1466,0.00489,S1L,11.24,0,208,13,91,18,9,17,0
272,NGC 2427,114.11742,-47.63556,G,972,0.003242,UUN,12.33,0,91,7,56,16,13,16,0
273,NGC 2403,114.21417,65.60256,G,133,0.000445,UUN,8.11B,0,1422,28,218,78,26,8,0
274,ESO 311- G 012,116.89187,-41.45214,G,1131,0.003773,SUN,12.82,0,42,2,38,7,3,18,0
275,CGCG 262-029,117.15363,55.81618,G,10691,0.035661,SUN,15.3,0,148,1,57,21,14,4,0
276,KUG 0746+555,117.568,55.40839,G,5975,0.01993,SUN,15,0,22,0,33,11,8,6,0
277,NGC 2502,118.96467,-52.30678,G,1065,0.003551,S1L,13.19,0,69,1,49,11,13,17,0
278,ESO 209- G 009,119.56429,-49.85425,G,1119,0.003733,UUN,12.68,0,83,4,65,21,14,16,0
279,NGC 2484,119.61712,37.78661,G,12239,0.040825,SLS,14.1g,0,306,11,144,67,43,21,2
280,NGC 2500,120.47171,50.73711,G,514,0.001715,S1L,12.2,0,251,9,138,48,24,7,0
281,NGC 2525,121.4085,-11.42703,G,1580,0.00527,S1L,12.26,0,136,8,65,20,17,6,0
282,ESO 494- G 026,121.54621,-27.52842,G,968,0.003229,SUN,12.47,0,54,2,52,18,10,15,0
283,NGC 2537,123.311,45.98981,G,431,0.001438,UUN,12.32,0,331,16,222,48,27,8,0
284,IC 2233,123.49546,45.74214,G,557,0.001858,S1L,13.07,0,221,10,65,46,27,7,1
285,NGC 2541,123.66715,49.06171,G,548,0.001828,UUN,12.26,0,319,12,111,41,25,12,0
286,NGC 2559,124.27529,-27.45583,G,1559,0.0052,UUN,11.73,0,85,6,57,17,10,17,0
287,NGC 2566,124.69025,-25.49953,G,1637,0.00546,SUN,11.82,0,92,6,53,17,7,21,0
288,IC 2311,124.69158,-25.36975,G,1844,0.006151,SUN,12.5,0,60,2,44,13,8,17,0
289,NGC 2549,124.74313,57.80305,G,1051,0.003506,UUN,12.1g,0,266,7,95,30,24,12,0
290,Holmberg II,124.77075,70.72003,G,157,0.000524,SUN,11.1,0,609,24,123,68,21,7,0
291,NGC 2613,128.34517,-22.97367,G,1676,0.005591,UUN,11.16,0,186,8,85,34,17,18,1
292,ESO 495- G 021,129.06306,-26.40938,G,873,0.002912,SUN,12.45,0,315,8,70,40,25,16,0
293,NGC 2639,130.90866,50.20556,G,3336,0.011128,SUN,12.4g,0,405,19,175,54,26,12,3
294,NGC 2663,131.28438,-33.79475,G,2102,0.007012,SUN,11.86,0,128,5,87,24,12,23,0
295,ESO 371- G 016,131.77258,-33.76406,G,2257,0.007529,SUN,12.77,0,26,1,44,11,11,17,0
296,NGC 2654,132.29946,60.22111,G,1339,0.004465,SLS,12.74,0,176,6,75,32,25,8,0
297,NGC 2672,132.34121,19.07497,G,4343,0.014487,SUN,12.7,0,145,5,53,19,12,7,1
298,ESO 371- G 020,132.73346,-34.53756,G,2367,0.007895,S1L,13.46,0,39,1,50,11,11,18,1
299,NGC 2683,133.1722,33.42174,G,411,0.001371,SUN,10.64,0,467,12,141,62,31,10,0
300,NGC 2681,133.38642,51.31367,G,692,0.002308,SUN,11.09,0,362,23,164,44,22,13,1
301,NGC 2685,133.89463,58.7344,G,883,0.002945,SUN,12.12,0,411,15,131,35,21,12,0
302,NGC 2655,133.90721,78.22308,G,1400,0.00467,UUN,10.96,0,328,14,135,43,29,8,1
303,NGC 2713,134.33544,2.92131,G,3894,0.012989,SLS,12.7g,0,163,4,103,39,30,16,0
304,NGC 2742,136.88971,60.47933,G,1292,0.00431,S1L,11.3B,0,261,5,82,34,26,8,0
305,NGC 2715,137.02583,78.08517,G,1323,0.004413,S1L,11.79,0,246,6,70,24,15,8,0
306,NGC 2770,137.39045,33.12353,G,1947,0.006494,S1L,12.8g,0,287,4,100,37,25,15,0
307,NGC 2775,137.58383,7.03794,G,1350,0.004503,UUN,11.03,0,385,16,96,37,23,8,1
308,UGCA 150,137.70608,-8.89069,G,1838,0.006131,SUN,11.91,0,72,3,59,20,14,7,1
309,NGC 2781,137.86467,-14.81683,G,2053,0.006848,S1L,12.53,0,100,4,49,12,9,7,0
310,NGC 2768,137.90625,60.03722,G,1353,0.004513,UUN,10.84,0,496,14,115,49,27,7,3
311,NGC 2784,138.08125,-24.17261,G,691,0.002305,SUN,11.3,0,159,7,103,23,9,18,0
312,ESO 126- G 002,138.37563,-60.78953,G,2858,0.009533,SUN,13.58,0,47,1,48,12,8,16,0
313,NGC 2748,138.42925,76.47533,G,1476,0.004923,SUN,12.4,0,222,12,84,37,14,7,1
314,NGC 2822,138.45717,-69.64485,G,1652,0.00551,UUN,11.66,0,29,4,16,5,3,16,0
315,NGC 2782,138.5213,40.1137,G,2558,0.008533,S1L,12.3,0,465,20,178,55,39,8,0
316,NGC 2811,139.04629,-16.31272,G,2368,0.007899,SUN,11.5B,0,167,8,43,18,8,7,0
317,NGC 2815,139.08229,-23.63325,G,2545,0.008489,S1L,12.81,0,131,5,61,19,16,19,0
318,NGC 2835,139.47046,-22.35467,G,887,0.002959,S1L,11.01,0,271,7,77,36,17,19,1
319,NGC 2787,139.82749,69.20325,G,696,0.002322,SUN,11.82,0,359,14,150,45,24,12,0
320,NGC 2832,139.94526,33.74974,G,6897,0.023006,SUN,12.9g,0,271,8,125,37,28,12,0
321,NGC 2805,140.08504,64.10278,G,1733,0.005779,UUN,11.52,0,240,8,71,39,17,8,1
322,NGC 2855,140.36454,-11.9095,G,1897,0.006328,SUN,12.63,0,113,9,45,18,12,6,0
323,NGC 2841,140.51098,50.97652,G,635,0.002118,S1L,9.53B,0,1072,21,233,74,34,8,2
324,NGC 2887,140.85021,-63.81256,G,2881,0.00961,SLS,12.77,0,53,2,42,9,9,16,1
325,NGC 2865,140.87588,-23.16144,G,2627,0.008763,SUN,12.57,0,213,11,93,25,17,20,0
326,NGC 2859,141.07721,34.51349,G,1688,0.005631,S1L,11.83,0,276,12,91,35,25,11,0
327,NGC 2915,141.54804,-76.62633,G,468,0.001561,UUN,13.2B,0,237,10,131,35,20,17,0
328,NGC 2903,143.04212,21.50083,G,550,0.001834,UUN,9.68,0,1093,29,247,76,42,8,0
329,UGCA 168,143.33963,-33.0335,G,926,0.003089,UUN,12.8,0,65,1,53,18,13,6,0
330,NGC 2911,143.44213,10.15244,G,3231,0.010777,SLS,12.5,0,301,12,128,47,34,15,0
331,NGC 2935,144.18687,-21.12814,G,2271,0.007575,UUN,12.35,0,173,11,60,21,19,19,0
332,NGC 2967,145.51373,0.33644,G,1878,0.006264,S1L,12.3,0,186,3,117,37,25,15,0
333,NGC 2974,145.63867,-3.69914,G,1887,0.006294,UUN,12.3,0,407,16,127,37,23,6,0
334,NGC 2950,145.64644,58.85126,G,1322,0.00441,UUN,11.7g,0,222,8,82,27,21,12,0
335,NGC 2964,145.72596,31.84739,G,1318,0.004396,UUN,12,0,343,15,102,44,30,8,0
336,NGC 2965,145.82981,36.2478,G,6696,0.022336,SLS,14.0g,0,126,2,88,49,35,14,1
337,NGC 2986,146.06683,-21.278,G,2302,0.007679,SUN,11.72,0,212,8,104,23,13,18,0
338,NGC 2997,146.41162,-31.19108,G,1089,0.003633,UUN,10.06,0,374,11,104,32,19,17,0
339,NGC 3001,146.57775,-30.43747,G,2464,0.008219,S1L,12.72,0,93,5,52,17,15,19,0
340,NGC 2976,146.81442,67.91639,G,3,0.000009,SLS,10.82,0,612,16,173,77,24,8,1
341,NGC 3003,147.15021,33.4215,G,1480,0.004937,S1L,12.33,0,246,11,61,48,30,8,1
342,NGC 3059,147.534,-73.92219,G,1257,0.004193,UUN,11.7,0,116,6,65,15,14,17,0
343,NGC 2985,147.59262,72.27864,G,1324,0.004416,S1L,11.18,0,277,16,60,25,13,6,0
344,NGC 3038,147.81438,-32.75256,G,2790,0.009306,S1L,12.42,0,94,4,64,20,19,19,0
345,NGC 3041,148.27975,16.67767,G,1411,0.004707,S1L,12.3,0,163,4,59,34,30,9,0
346,NGC 3044,148.42033,1.57964,G,1289,0.0043,S1L,12.46,0,232,11,91,48,29,7,0
347,NGC 3054,148.61917,-25.70344,G,2426,0.008091,S1L,11.6B,0,171,5,47,21,18,18,0
348,NGC 3056,148.637,-28.29819,G,973,0.003246,UUN,12.57,0,88,5,52,17,14,19,0
349,NGC 3027,148.91917,72.20356,G,1060,0.003536,S1L,12.18,0,132,8,61,25,18,8,0
350,MESSIER 082,148.96969,69.67938,G,269,0.000897,UUN,9.3,0,2523,36,452,99,49,13,0
351,WISEA J095735.15+024445.4,149.39653,2.74596,!*,0,0,PUN,13.5g,0,8,0,72,10,1,6,0
352,NGC 3078,149.60254,-26.92667,G,2580,0.008606,UUN,12.14,0,195,6,88,37,21,22,0
353,WISEA J095858.82+013745.9,149.74515,1.62934,!*,0,0,PUN,13.2g,0,10,0,71,10,1,6,0
354,NGC 3087,149.78608,-34.22522,G,2672,0.008913,SUN,11.58,0,95,3,49,15,13,18,0
355,IC 2531,149.98237,-29.61697,G,2472,0.008246,S1L,12.9,0,130,10,53,24,19,18,0
356,Sextans B,150.00042,5.33222,G,301,0.001004,S1L,11.85,0,413,13,68,67,25,5,0
357,BD +02 2274,150.01517,1.84589,!*,0,0,SUN,10.51,0,14,0,32,7,1,4,0
358,NGC 3095,150.02429,-31.55286,G,2723,0.009083,SUN,12.42,0,113,7,69,16,14,20,1
359,SDSS J100009.80+022349.8,150.0405,2.39709,!*,0,0,SUN,10.9g,0,17,0,40,10,1,6,0
360,NGC 3091,150.05954,-19.63696,G,3964,0.013222,UUN,12.13,0,192,9,76,23,19,18,1
361,NGC 3100,150.17015,-31.66454,G,2642,0.008813,UUN,12,0,98,6,60,31,14,18,0
362,WISEA J100142.17+015319.8,150.42576,1.88881,!*,0,0,SUN,11.9g,0,15,0,54,13,1,4,0
363,HD 086900,150.42988,2.2912,!*,0,0,SUN,12.7g,0,15,0,65,11,1,7,0
364,NGC 3079,150.49085,55.67979,G,1106,0.003689,S1L,9.97B,0,1005,35,331,95,62,8,0
365,NGC 3108,150.62096,-31.67742,G,2673,0.008916,SUN,12.78,0,64,2,49,12,8,18,0
366,NGC 3109,150.77867,-26.15958,G,403,0.001344,SUN,10.39,0,523,16,59,41,16,17,0
367,NGC 3077,150.82946,68.73392,G,14,0.000047,SUN,10.61,0,553,14,166,63,22,8,0
368,HD 087179,150.84025,2.05752,!*,0,0,PUN,8.9,0,10,0,74,11,1,7,0
369,NGC 3115,151.30825,-7.71858,G,686,0.002287,SST,9.87,0,793,20,123,45,39,6,4
370,NGC 3136,151.45067,-67.37797,G,1713,0.005714,SUN,11.7,0,113,8,69,9,9,17,0
371,Leo I,152.11708,12.30639,G,285,0.000951,SUN,11.18,0,588,6,17,38,16,5,0
372,IC 2554,152.21067,-67.03086,G,1397,0.004659,S1L,12.51,0,74,3,57,11,9,16,0
373,NGC 3137,152.28117,-29.06431,G,1104,0.003683,S1L,12.1,0,80,3,65,22,15,18,0
374,NGC 3145,152.54112,-12.43378,G,3652,0.012182,SUN,12.56,0,146,6,66,19,19,8,0
375,NGC 3136B,152.55388,-67.00508,G,1780,0.005937,SUN,12.7,0,57,2,42,10,9,17,0
376,Sextans A,152.75333,-4.69278,G,324,0.001081,S1L,11.86,0,493,15,59,59,23,4,0
377,Sextans dSph,153.26232,-1.6146,G,224,0.000748,UUN,10.4V,0,500,1,2,33,12,0,4
378,NGC 3166,153.44074,3.42497,G,1183,0.003946,SLS,11.3B,0,273,10,136,36,26,16,1
379,SDSS J101414.09+032754.6,153.55871,3.46517,PofG,1316,0.00439,SLS,12.6g,0,2,0,21,6,6,4,0
380,NGC 3169,153.56271,3.46608,G,1232,0.00411,UUN,10.8B,0,454,11,153,49,31,10,0
381,NGC 3175,153.67546,-28.87206,G,1087,0.003626,S1L,12.13,0,127,6,87,27,17,19,0
382,IC 2560,154.07799,-33.56379,G,2925,0.009757,UUN,12.53,0,216,9,122,31,25,23,0
383,NGC 3147,154.22355,73.40075,G,2802,0.009346,UUN,11.43,0,477,17,165,51,25,12,1
384,NGC 3190:[LMD2020] B,154.52347,21.83229,G,1310,0.00437,UUN,11.3B,0,558,8,251,65,32,11,0
385,NGC 3184,154.57026,41.42405,G,582,0.001941,S1L,10.3B,0,760,12,165,82,29,9,1
386,NGC 3193,154.60375,21.89397,G,1381,0.004607,UUN,11.83,0,341,7,152,43,25,8,0
387,NGC 3200,154.65229,-17.98253,G,3522,0.011748,UUN,12.83,0,139,9,57,17,14,19,0
388,NGC 3198,154.97897,45.54962,G,660,0.002202,UUN,10.8B,0,799,17,271,77,32,16,1
389,NGC 3223,155.39617,-34.26681,G,2893,0.00965,S1L,11.79,0,185,8,74,17,21,19,0
390,NGC 3226,155.86253,19.89852,G,1315,0.004386,UUN,12.3,0,396,16,160,51,32,15,1
391,NGC 3227,155.87741,19.86505,G,1126,0.003756,UUN,11.1,0,1420,44,421,115,83,8,0
392,NGC 3239,156.27038,17.16358,G,710,0.002367,SLS,11.73,0,211,7,89,38,18,8,0
393,NGC 3250,156.6345,-39.94394,G,2824,0.00942,SUN,12.18,0,109,6,74,11,8,19,0
394,NGC 3245,156.82662,28.50744,G,1326,0.004423,UUN,11.9g,0,350,19,145,49,24,13,0
395,NGC 3256,156.96362,-43.90375,G,2804,0.009354,S1L,12.15,0,537,13,183,61,40,18,1
396,IC 2574,157.09783,68.41214,G,57,0.00019,SUN,10.8,0,530,16,141,53,15,7,0
397,ESO 436- G 027,157.22308,-31.60894,G,4303,0.014353,UUN,12.6,0,40,2,45,11,8,18,0
398,NGC 3258,157.22321,-35.60553,G,2878,0.0096,SUN,12.49,0,183,7,81,20,19,19,0
399,NGC 3261,157.25608,-44.65683,G,2563,0.008549,UUN,12,0,99,7,47,16,11,18,0
400,NGC 3263,157.30567,-44.12292,G,3002,0.010012,S1L,12.5,0,54,6,71,16,9,15,0
401,NGC 3254,157.3331,29.49183,G,1355,0.00452,SUN,12.9g,0,213,6,88,42,29,12,0
402,NGC 3268,157.50275,-35.32547,G,2800,0.00934,SUN,12.5,0,160,9,97,17,17,18,0
403,NGC 3271,157.61038,-35.3595,G,3804,0.012689,SUN,12.86,0,79,6,85,15,10,20,0
404,NGC 3275,157.71583,-36.73697,G,3211,0.010711,SUN,11.8,0,75,11,39,13,9,19,0
405,NGC 3283,157.79833,-46.25128,G,2899,0.00967,UUN,12.5,0,64,3,45,10,9,17,0
406,NGC 3281,157.96704,-34.85369,G,3200,0.010674,SUN,12.7,0,341,16,150,48,38,18,0
407,NGC 3366,158.7845,-43.69181,G,2891,0.009645,S1L,12.03,0,43,2,41,10,7,19,0
408,NGC 3294,159.06771,37.32469,G,1561,0.005206,SLS,12.2g,0,260,6,108,54,32,11,0
409,NGC 3309,159.14875,-27.51844,G,4075,0.013593,SUN,12.6,0,178,5,95,19,24,19,1
410,NGC 3311,159.17842,-27.52833,G,3825,0.012759,UUN,12.65,0,238,7,95,27,24,18,1
411,NGC 3301,159.2335,21.88214,G,1339,0.004466,UUN,12.31,0,167,3,79,37,20,8,0
412,NGC 3318,159.31463,-41.62756,G,2775,0.009255,S1L,12.19,0,117,6,62,18,18,18,0
413,NGC 3313,159.35604,-25.31944,G,3706,0.012362,SUN,12.38,0,76,4,50,19,14,19,0
414,IC 2597,159.44772,-27.0817,G,2267,0.007562,SUN,12.84,0,117,2,58,18,17,17,0
415,NGC 3310,159.69108,53.50338,G,993,0.003312,S1L,11.15,0,705,20,271,54,36,16,0
416,NGC 3319,159.78941,41.68668,G,739,0.002465,UUN,11.48,0,342,12,122,47,28,14,0
417,NGC 3338,160.53142,13.747,G,1300,0.004336,S1L,12.8g,0,288,7,97,44,29,12,1
418,NGC 3347,160.69396,-36.35267,G,3010,0.01004,SUN,12.17,0,84,6,56,13,10,19,0
419,NGC 3344,160.87979,24.92222,G,580,0.001935,UUN,10.45,0,427,8,148,55,25,11,0
420,NGC 3358,160.88758,-36.41069,G,2988,0.009967,SUN,12.29,0,82,9,46,8,7,19,0
421,NGC 3346,160.91213,14.87186,G,1274,0.00425,UUN,13.4g,0,225,9,76,43,31,12,0
422,MESSIER 095,160.99042,11.70381,G,779,0.002598,S1L,11.4g,0,1011,19,318,102,44,12,0
423,NGC 3367,161.64564,13.75086,G,3038,0.010134,SUN,12.7g,0,320,15,192,44,29,19,0
424,NGC 3359,161.6536,63.22424,G,1014,0.003382,SUN,11.03,0,362,15,109,37,26,16,1
425,MESSIER 096,161.69058,11.81994,G,888,0.002962,S1L,10.11,0,859,21,207,54,34,14,0
426,NGC 3348,161.79167,72.83967,G,2737,0.009129,SLS,12.17,0,149,5,46,22,15,7,0
427,NGC 3377,161.92638,13.98592,G,664,0.002214,SST,11.24,0,693,16,132,50,30,13,0
428,MESSIER 105,161.95662,12.58162,G,907,0.003026,SST,10.24,0,1122,22,290,52,36,11,0
429,NGC 3390,162.01817,-31.53336,G,3047,0.010164,SUN,12.85,0,96,8,53,13,10,19,0
430,NGC 3384,162.07036,12.62927,G,704,0.002348,SUN,10.85,0,551,17,160,43,20,17,0
431,NGC 3412,162.722,13.41213,G,841,0.002805,SUN,11.7g,0,261,8,96,33,25,11,0
432,NGC 3423,162.80971,5.84003,G,1004,0.003349,UUN,11.59,0,209,7,87,36,30,16,1
433,NGC 3414,162.81753,27.9751,G,1470,0.004903,UUN,11.96,0,339,15,137,54,29,15,0
434,BD +40 2376,162.98518,40.10942,!*,15,0.000049,SLS,9.78,0,0,0,50,7,2,4,0
435,NGC 3430,163.04752,32.95043,G,1586,0.00529,SUN,12.2,0,261,9,100,55,33,11,0
436,NGC 3432,163.12971,36.61878,G,616,0.002055,SUN,10.5B,0,309,12,104,47,18,7,2
437,WISEA J105249.09+405619.4,163.20462,40.93878,G,1,0.000004,SLS,14.1g,0,0,0,37,7,2,4,0
438,NGC 3449,163.22358,-32.92761,G,3276,0.010928,S1L,12.19,0,73,3,67,21,14,19,0
439,WISEA J105254.29+410043.3,163.22627,41.01206,*,25,0.000082,SLS,12.2g,0,0,0,27,7,2,4,0
440,BD +40 2381,163.51462,39.51699,!*,10,0.000035,SLS,13.2g,0,0,0,23,5,2,4,0
441,WISEA J105404.02+403753.2,163.51674,40.6315,!*,1,0.000004,SLS,13.3g,0,0,0,34,7,2,4,0
442,WISEA J105653.64+403038.2,164.22383,40.51078,!*,38,0.000128,SLS,13.8g,0,0,0,37,6,2,4,0
443,WISEA J105738.72+392849.5,164.41145,39.48038,!*,50,0.000168,SLS,13.9g,0,0,0,35,6,2,4,0
444,BD +39 2393,164.55113,39.05234,!*,43,0.000142,SLS,9.83,0,0,0,33,5,2,4,0
445,BD +42 2170,164.70232,41.38216,!*,20,0.000067,SLS,12.9g,0,0,0,36,6,2,4,0
446,WISEA J105849.14+404337.4,164.70478,40.72713,!*,11,0.000036,SLS,13.6g,0,0,0,37,6,2,4,0
447,WISEA J105916.04+410318.3,164.817,41.05505,!*,46,0.000154,SLS,13.5g,0,0,0,37,6,2,4,0
